fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo
2002-6,76,12.1(07),3,63.0,0.0,1.0,9.2,1021.9(13),1.0,1016.9,1016.4,15.7,28.5(25),19.8,0.0,0.0,10,24/15.6(09),1.0,17,61.0,0.0,4.0,10.8(09),304.0,161.0,0.0,0.0,1366.0,23.5,5.0,0.0,13.0,0.0,16.4,0.0,20.0,24.3,0.0,1000.3(04),2.0,
2002-7,76,65.2(31),3,65.0,0.0,1.0,8.6,1020.3(06),2.0,1016.0,1015.4,17.9,27.9(21),20.5,0.0,0.0,10,09/19.2(13),2.0,18,58.0,0.0,3.0,14.9(14),304.0,180.0,1.0,0.0,1397.0,81.0,6.0,3.0,13.0,0.0,22.2,0.0,21.7,25.4,0.0,1010.7(09),3.0,
2002-8,76,25.5(24),4,71.0,0.0,0.0,7.7,1020.0(31),0.0,1015.4,1014.8,18.2,30.0(16),21.0,1.0,0.0,3,25/13.9(08),3.0,24,56.0,0.0,13.0,13.0(11),300.0,200.0,0.0,0.0,1116.0,90.8,13.0,11.0,13.0,0.0,19.9,0.0,22.1,26.0,0.0,1006.7(10),11.0,
2002-9,76,14.3(16),4,72.0,0.0,0.0,7.4,1024.4(30),0.0,1015.9,1015.4,17.4,30.3(09),20.7,2.0,0.0,3,13/13.3(18),1.0,23,59.0,0.0,5.0,11.7(26),305.0,192.0,0.0,0.0,1141.0,29.9,7.0,4.0,12.0,0.0,21.8,0.0,21.6,25.8,0.0,1006.1(22),4.0,
2003-10,76,48.7(16),9,73.0,0.0,0.0,5.1,1022.7(07),5.0,1013.2,1012.6,13.4,27.6(02),20.8,0.0,0.0,0,09/23.9(17),6.0,22,45.0,0.0,12.0,8.1(24),411.0,154.0,2.0,0.0,866.0,167.4,14.0,0.0,17.0,0.0,12.0,0.0,17.2,21.0,0.0,985.8(31),12.0,27375.0
2003-11,76,6.7(16),3,77.0,0.0,0.0,4.8,1028.2(04),2.0,1016.8,1016.2,11.1,21.6(04),16.6,0.0,0.0,6,36/33.1(28),0.0,21,48.0,1.0,9.0,6.8(29),323.0,135.0,0.0,0.0,690.0,16.1,11.0,0.0,13.0,0.0,15.5,0.0,14.9,18.6,0.0,990.7(01),3.0,22929.0
2003-12,76,41.3(03),6,71.0,0.0,0.0,3.7,1028.6(25),2.0,1018.6,1018.0,6.8,17.7(06),10.0,0.0,0.0,4,34/17.5(22),1.0,21,40.0,0.0,7.0,2.1(23),364.0,96.0,1.0,0.0,800.0,56.6,7.0,0.0,13.0,0.0,11.0,0.0,10.9,14.9,0.0,1002.5(28),6.0,
2003-13,76,64.8(27/sep),54,69.0,0.0,6.0,7.2,1034.0(14/ene),29.0,1017.5,1016.9,13.2,37.3(13/ago),25.8,71.0,0.0,77,36/33.1(28/nov),20.0,234,57.0,2.0,71.0,-1.1(13/ene),351.0,154.0,6.0,0.0,11944.0,651.6,88.0,10.0,14.0,4.0,7.7,1.0,17.4,21.7,0.0,985.8(31/oct),55.0,
2003-1,76,21.2(05),3,63.0,0.0,1.0,5.5,1034.0(14),3.0,1017.3,1016.7,4.2,21.1(02),12.7,0.0,0.0,8,31/22.5(31),1.0,20,57.0,0.0,5.0,-1.1(13),374.0,75.0,0.0,0.0,830.0,26.9,7.0,0.0,13.0,3.0,8.1,0.0,9.2,14.1,0.0,995.9(06),3.0,
2003-2,76,23.7(13),8,72.0,0.0,1.0,4.5,1029.6(24),3.0,1019.3,1018.7,5.2,17.3(04),11.7,0.0,0.0,1,30/25.8(04),5.0,19,43.0,1.0,11.0,-0.5(17),376.0,87.0,0.0,0.0,579.0,100.6,14.0,0.0,13.0,1.0,7.7,1.0,9.1,12.9,0.0,999.3(20),10.0,
2003-3,76,4.8(28),3,77.0,0.0,1.0,7.9,1033.6(16),1.0,1022.4,1021.8,8.1,20.9(02),13.6,0.0,0.0,8,07/17.5(15),0.0,20,66.0,0.0,4.0,4.9(17),329.0,115.0,0.0,0.0,648.0,9.7,5.0,0.0,13.0,0.0,14.9,0.0,12.6,17.1,0.0,1009.0(28),3.0,
2003-4,76,8.1(09),6,70.0,0.0,1.0,7.7,1023.1(17),5.0,1014.7,1014.1,10.2,23.4(18),15.0,0.0,0.0,7,33/22.5(03),0.0,17,58.0,0.0,4.0,4.8(04),405.0,125.0,0.0,0.0,883.0,22.4,4.0,0.0,16.0,0.0,14.3,0.0,14.7,19.1,0.0,1003.9(09),4.0,
2003-5,76,23.9(06),8,70.0,0.0,2.0,8.6,1029.1(21),2.0,1018.4,1017.8,14.7,26.8(28),18.2,0.0,0.0,6,06/23.6(06),2.0,17,59.0,0.0,7.0,11.8(26),344.0,159.0,0.0,0.0,1043.0,46.0,9.0,3.0,14.0,0.0,18.5,0.0,18.6,22.6,0.0,1007.0(06),4.0,
2003-6,76,0.0(--),1,66.0,0.0,0.0,9.6,1021.5(06),0.0,1016.2,1015.6,20.5,33.4(20),24.3,17.0,0.0,8,24/14.4(30),0.0,21,63.0,0.0,0.0,16.9(04),312.0,228.0,0.0,0.0,1283.0,0.0,0.0,0.0,13.0,0.0,25.2,0.0,25.1,29.7,0.0,1006.9(30),0.0,
2003-7,76,0.2(04),1,64.0,0.0,0.0,10.4,1022.4(29),1.0,1016.5,1015.9,22.9,34.2(16),25.8,24.0,0.0,11,30/15.6(01),0.0,19,70.0,0.0,1.0,20.2(07),322.0,242.0,0.0,0.0,1522.0,0.2,4.0,0.0,14.0,0.0,27.0,0.0,27.0,31.0,0.0,1007.5(01),0.0,
2003-8,76,39.6(31),2,60.0,0.0,0.0,10.5,1021.8(13),3.0,1016.6,1016.0,22.8,37.3(13),25.0,30.0,0.0,14,32/23.1(31),1.0,15,76.0,0.0,2.0,19.3(17),298.0,242.0,1.0,0.0,1644.0,48.0,2.0,2.0,13.0,0.0,28.5,0.0,27.8,32.8,0.0,1004.6(28),2.0,
2003-9,76,64.8(27),4,69.0,0.0,0.0,7.5,1024.4(04),2.0,1019.4,1018.8,17.9,28.8(09),20.5,0.0,0.0,4,31/19.4(09),4.0,22,60.0,0.0,9.0,16.0(16),348.0,195.0,2.0,0.0,1156.0,157.7,11.0,5.0,12.0,0.0,22.0,0.0,22.2,26.4,0.0,1005.9(09),8.0,
2004-10,76,10.7(30),1,68.0,0.0,0.0,7.0,1024.0(02),2.0,1013.7,1013.1,15.5,28.3(04),20.0,0.0,0.0,4,35/19.4(13),1.0,26,63.0,0.0,5.0,9.5(30),335.0,163.0,0.0,0.0,1019.0,28.0,7.0,2.0,13.0,0.0,18.4,0.0,19.7,23.9,0.0,1000.2(28),4.0,38023.0
2004-11,76,5.0(01),2,65.0,0.0,0.0,5.9,1031.1(17),0.0,1019.6,1019.0,8.2,20.2(02),12.2,0.0,0.0,9,34/14.4(13),0.0,19,60.0,0.0,4.0,4.6(30),352.0,98.0,0.0,0.0,828.0,7.2,5.0,2.0,12.0,0.0,11.6,0.0,12.7,17.2,0.0,1004.7(10),1.0,
2004-12,76,15.1(08),5,70.0,0.0,0.0,4.7,1031.5(30),5.0,1018.8,1018.2,7.6,19.5(10),12.6,0.0,0.0,6,07/29.4(11),1.0,20,51.0,1.0,9.0,1.5(29),424.0,99.0,0.0,0.0,694.0,47.1,9.0,0.0,16.0,0.0,9.6,0.0,11.5,15.4,0.0,997.0(26),9.0,17997.0
2004-13,76,35.2(29/mar),48,69.0,1.0,6.0,7.1,1037.1(04/feb),25.0,1017.4,1016.8,13.1,34.0(12/ago),24.8,26.0,0.0,60,07/29.4(11/dic),19.0,258,58.0,2.0,79.0,-0.2(01/mar),355.0,150.0,1.0,0.0,11130.0,507.5,92.0,13.0,14.0,1.0,9.4,1.0,17.2,21.2,0.0,993.4(03/may),59.0,
2004-1,76,3.4(30),0,67.0,0.0,0.0,5.8,1025.6(31),2.0,1016.1,1015.4,7.1,22.4(13),12.4,0.0,0.0,4,30/22.2(17),0.0,27,60.0,0.0,4.0,3.6(19),346.0,94.0,0.0,0.0,890.0,5.0,7.0,0.0,12.0,0.0,11.1,0.0,11.6,16.0,0.0,1003.9(27),2.0,20235.0
2004-2,76,28.1(25),6,75.0,0.0,1.0,5.4,1037.1(04),4.0,1020.2,1019.6,6.3,18.1(22),11.1,0.0,0.0,4,06/17.5(21),5.0,19,51.0,0.0,8.0,1.1(29),378.0,97.0,0.0,0.0,695.0,112.3,8.0,1.0,14.0,0.0,9.5,1.0,10.2,14.1,0.0,995.8(21),7.0,28498.0
2004-3,76,35.2(29),11,71.0,1.0,0.0,5.5,1032.3(15),3.0,1020.8,1020.2,7.8,19.2(19),12.6,0.0,0.0,1,08/24.7(29),3.0,19,46.0,0.0,8.0,-0.2(01),393.0,104.0,1.0,0.0,775.0,70.2,7.0,1.0,16.0,1.0,9.4,0.0,11.7,15.4,0.0,1005.8(30),6.0,34554.0
2004-4,76,16.2(15),4,72.0,0.0,0.0,8.0,1027.6(04),3.0,1013.8,1013.2,10.2,22.2(20),13.7,0.0,0.0,2,07/25.3(16),3.0,24,60.0,1.0,10.0,5.8(10),382.0,123.0,0.0,0.0,794.0,69.4,14.0,2.0,16.0,0.0,14.1,0.0,14.2,18.1,0.0,998.6(29),9.0,54462.0
2004-5,76,15.1(11),7,70.0,0.0,1.0,8.3,1025.8(18),1.0,1015.0,1014.4,13.2,23.8(29),19.3,0.0,0.0,5,04/18.1(03),2.0,19,57.0,0.0,7.0,7.8(01),343.0,147.0,0.0,0.0,1003.0,36.2,8.0,0.0,15.0,0.0,15.8,0.0,17.1,20.9,0.0,993.4(03),4.0,64826.0
2004-6,76,7.8(20),2,68.0,0.0,0.0,9.7,1024.4(09),0.0,1018.6,1018.0,18.7,31.3(28),22.0,2.0,0.0,9,01/14.4(15),0.0,19,64.0,0.0,5.0,15.8(04),305.0,202.0,0.0,0.0,1086.0,14.9,5.0,1.0,13.0,0.0,24.1,0.0,22.5,26.2,0.0,1005.9(19),4.0,79617.0
2004-7,76,7.3(10),1,66.0,0.0,0.0,9.5,1021.2(03),0.0,1017.5,1016.9,20.3,31.9(30),24.0,3.0,0.0,9,31/14.4(08),0.0,21,64.0,0.0,6.0,16.0(14),331.0,216.0,0.0,0.0,1179.0,13.2,7.0,1.0,13.0,0.0,23.0,0.0,24.1,27.9,0.0,1009.8(07),4.0,74878.0
2004-8,76,22.0(29),5,68.0,0.0,0.0,8.0,1021.2(21),1.0,1015.1,1014.5,21.9,34.0(12),24.8,11.0,0.0,4,24/16.4(02),1.0,22,58.0,0.0,6.0,19.0(22),338.0,241.0,0.0,0.0,1152.0,29.0,7.0,3.0,14.0,0.0,26.2,0.0,25.7,29.5,0.0,1006.9(08),4.0,63856.0
2004-9,76,22.8(13),4,67.0,0.0,4.0,7.8,1024.1(04),4.0,1019.4,1018.8,20.6,32.2(09),24.3,10.0,0.0,3,26/21.1(11),3.0,23,63.0,0.0,7.0,15.8(26),331.0,218.0,0.0,0.0,1015.0,75.0,8.0,0.0,15.0,0.0,26.7,0.0,25.0,29.3,0.0,1010.6(24),5.0,50721.0
2005-10,76,20.8(12),8,73.0,0.0,1.0,5.1,,,,,15.3,26.0(01),18.7,0.0,0.0,0,,1.0,23,45.0,,11.0,11.7(04),,165.0,0.0,0.0,795.0,48.3,13.0,0.0,15.0,0.0,19.3,0.0,19.1,23.0,0.0,,6.0,29910.0
2005-11,76,67.3(09),9,67.0,0.0,0.0,,,,,,8.8,22.5(02),14.3,0.0,0.0,4,,5.0,17,,,10.0,2.1(30),,102.0,1.0,0.0,834.0,141.2,12.0,3.0,17.0,0.0,10.4,0.0,12.8,16.7,0.0,,6.0,
2005-12,76,4.5(18),2,62.0,0.0,1.0,4.2,1032.1(22),5.0,1018.2,1018.0,2.9,16.9(05),7.8,0.0,0.0,13,35/21.1(24),0.0,16,45.0,0.0,3.0,-1.5(29),409.0,65.0,0.0,0.0,973.0,6.8,5.0,0.0,16.0,2.0,7.7,0.0,7.5,12.1,0.0,1000.0(02),2.0,19147.0
2005-13,76,67.3(09/nov),59,65.0,0.0,12.0,,,,,,12.5,34.9(28/jun),25.2,12.0,0.0,82,,18.0,224,,,76.0,-1.5(29/dic),,136.0,4.0,0.0,10868.0,581.0,97.0,5.0,16.0,5.0,5.9,2.0,16.5,20.4,0.0,,46.0,
2005-1,76,0.0(--),2,61.0,0.0,0.0,6.9,1037.9(06),5.0,1025.2,1024.5,4.4,18.7(20),9.3,0.0,0.0,14,33/25.3(25),0.0,15,72.0,1.0,0.0,-1.1(27),424.0,74.0,0.0,0.0,727.0,0.0,0.0,0.0,15.0,2.0,5.9,0.0,9.0,13.6,0.0,1007.7(26),0.0,25933.0
2005-2,76,7.9(08),5,61.0,0.0,3.0,6.4,1036.8(10),3.0,1017.8,1017.2,4.7,20.1(13),11.4,0.0,0.0,5,30/21.1(13),0.0,18,60.0,0.0,11.0,0.4(28),415.0,72.0,0.0,0.0,715.0,25.2,9.0,0.0,16.0,0.0,7.6,2.0,8.7,12.6,0.0,1002.2(13),5.0,30098.0
2005-3,76,7.6(29),11,70.0,0.0,2.0,6.8,1034.0(17),3.0,1018.3,1017.7,7.8,23.0(27),14.3,0.0,0.0,6,34/16.9(08),0.0,14,57.0,0.0,4.0,0.0(01),351.0,102.0,0.0,0.0,634.0,17.2,6.0,0.0,15.0,1.0,9.7,0.0,11.5,15.1,0.0,1005.0(03),3.0,44553.0
2005-4,76,4.2(08),4,65.0,0.0,0.0,8.6,1029.6(05),5.0,1015.7,1015.1,11.5,23.2(18),15.7,0.0,0.0,5,08/19.4(09),0.0,21,64.0,0.0,1.0,7.4(09),396.0,116.0,0.0,0.0,921.0,4.2,2.0,0.0,17.0,0.0,14.0,0.0,15.3,18.9,0.0,1001.8(18),1.0,60391.0
2005-5,76,24.0(16),4,63.0,0.0,4.0,8.5,1024.6(23),0.0,1017.4,1016.8,14.6,26.3(28),19.0,0.0,0.0,6,22/14.4(24),1.0,21,58.0,0.0,7.0,11.7(17),321.0,144.0,0.0,0.0,1053.0,38.2,12.0,0.0,15.0,0.0,14.4,0.0,18.5,22.2,0.0,1005.3(17),5.0,73864.0
2005-6,76,8.2(13),0,64.0,0.0,0.0,8.4,1024.7(08),1.0,1017.5,1017.0,20.1,34.9(28),24.6,4.0,0.0,9,23/18.6(23),0.0,21,56.0,0.0,3.0,15.4(09),339.0,201.0,0.0,0.0,1070.0,10.0,5.0,0.0,16.0,0.0,23.3,0.0,23.6,27.2,0.0,1006.6(13),2.0,76453.0
2005-7,76,15.2(06),4,63.0,0.0,0.0,8.4,1025.3(20),2.0,1016.4,1015.8,22.0,30.9(15),25.2,7.0,0.0,7,12/22.2(21),2.0,20,56.0,0.0,6.0,18.4(10),336.0,220.0,0.0,0.0,1132.0,30.9,9.0,0.0,16.0,0.0,23.5,0.0,25.4,28.7,0.0,1008.0(24),3.0,75219.0
2005-8,76,63.1(19),5,61.0,0.0,1.0,7.5,1022.4(04),3.0,1016.7,1016.1,20.3,29.9(06),24.8,0.0,0.0,7,36/22.8(09),3.0,19,54.0,0.0,8.0,14.2(21),345.0,195.0,1.0,0.0,1095.0,94.1,11.0,1.0,17.0,0.0,26.0,0.0,24.3,28.2,0.0,1007.0(10),5.0,63122.0
2005-9,76,39.4(07),5,65.0,0.0,0.0,8.0,1025.2(14),2.0,1017.4,1016.8,17.3,30.0(03),22.6,1.0,0.0,6,07/23.3(07),6.0,19,64.0,0.0,12.0,12.3(19),338.0,180.0,2.0,0.0,919.0,164.9,13.0,1.0,15.0,0.0,21.1,0.0,21.8,26.2,0.0,1005.2(07),8.0,52857.0
2006-10,76,21.3(11),8,70.0,0.0,4.0,6.0,1027.9(28),3.0,1015.4,1014.8,16.5,29.7(03),20.2,0.0,0.0,1,28/21.1(11),3.0,22,54.0,0.0,5.0,13.2(05),343.0,171.0,0.0,0.0,888.0,47.5,6.0,0.0,15.0,0.0,18.1,0.0,20.5,24.3,0.0,1001.7(19),3.0,36810.0
2006-11,76,1.2(17),4,67.0,0.0,0.0,3.9,1030.8(30),0.0,1020.4,1019.8,11.3,23.4(23),16.3,0.0,0.0,7,30/14.4(22),0.0,19,39.0,0.0,3.0,6.6(30),342.0,122.0,0.0,0.0,913.0,1.8,3.0,0.0,14.0,0.0,16.2,0.0,15.6,20.0,0.0,1004.2(22),1.0,22469.0
2006-12,76,21.4(06),5,64.0,0.0,0.0,3.9,1038.9(31),5.0,1025.0,1024.4,5.5,19.9(05),11.7,0.0,0.0,9,35/18.1(21),1.0,17,43.0,0.0,15.0,1.6(12),429.0,83.0,0.0,0.0,937.0,33.2,15.0,0.0,17.0,0.0,9.8,0.0,10.3,15.0,0.0,1002.9(08),4.0,20185.0
2006-13,76,38.9(12/sep),52,65.0,0.0,19.0,6.5,1038.9(31/dic),28.0,1017.1,1016.5,13.3,33.5(23/jul),26.8,34.0,0.0,63,99/23.3(11/mar),15.0,250,52.0,0.0,65.0,0.2(28/ene),368.0,142.0,1.0,0.0,11879.0,361.6,82.0,3.0,16.0,0.0,2.7,0.0,17.4,21.4,0.0,994.7(05/mar),37.0,588723.0
2006-1,76,25.3(07),8,70.0,0.0,2.0,3.5,1030.8(11),2.0,1020.1,1019.5,4.2,18.4(31),8.3,0.0,0.0,4,04/18.6(30),5.0,19,36.0,0.0,11.0,0.2(28),413.0,78.0,0.0,0.0,623.0,106.3,16.0,0.0,16.0,0.0,2.7,0.0,8.2,12.2,0.0,1004.9(28),9.0,18761.0
2006-2,76,3.3(21),3,63.0,0.0,1.0,4.9,1026.1(07),3.0,1014.5,1013.9,4.7,21.1(16),10.2,0.0,0.0,6,24/18.9(19),0.0,19,46.0,0.0,4.0,0.6(06),392.0,74.0,0.0,0.0,766.0,6.7,3.0,1.0,16.0,0.0,9.3,0.0,9.1,13.5,0.0,999.8(19),2.0,29192.0
2006-3,76,14.5(05),6,65.0,0.0,2.0,6.6,1024.3(07),5.0,1013.4,1012.8,8.3,23.6(28),12.5,0.0,0.0,5,99/23.3(11),1.0,20,56.0,0.0,5.0,2.5(01),379.0,98.0,0.0,0.0,870.0,16.7,7.0,0.0,17.0,0.0,10.3,0.0,12.5,16.6,0.0,994.7(05),2.0,46330.0
2006-4,76,1.7(27),5,64.0,0.0,2.0,7.3,1023.3(03),2.0,1014.9,1014.3,11.5,24.7(26),15.2,0.0,0.0,6,06/15.3(24),0.0,19,54.0,0.0,4.0,6.7(12),351.0,118.0,0.0,0.0,908.0,3.3,4.0,0.0,17.0,0.0,15.4,0.0,15.6,19.6,0.0,1003.1(05),2.0,60486.0
2006-5,76,2.2(30),4,62.0,0.0,4.0,8.1,1026.4(24),2.0,1017.8,1017.2,15.2,28.1(28),18.7,0.0,0.0,4,08/18.1(03),0.0,23,56.0,0.0,4.0,12.1(09),354.0,150.0,0.0,0.0,1008.0,2.6,6.0,0.0,16.0,0.0,19.4,0.0,19.3,23.4,0.0,1006.8(22),1.0,75142.0
2006-6,76,2.0(15),2,62.0,0.0,1.0,9.0,1024.2(12),3.0,1017.9,1017.3,18.9,30.4(29),22.9,1.0,0.0,6,06/20.0(12),0.0,22,60.0,0.0,2.0,12.2(01),384.0,183.0,0.0,0.0,1125.0,3.4,2.0,0.0,18.0,0.0,21.7,0.0,22.3,25.7,0.0,1009.5(24),2.0,77910.0
2006-7,76,0.0(--),0,60.0,0.0,0.0,9.9,1021.9(10),0.0,1017.1,1016.5,23.5,33.5(23),25.1,23.0,0.0,7,22/13.9(09),0.0,24,67.0,0.0,0.0,21.0(03),343.0,236.0,0.0,0.0,1484.0,0.0,5.0,0.0,16.0,0.0,28.4,0.0,27.2,30.9,0.0,1009.5(29),0.0,82248.0
2006-8,76,20.2(12),2,59.0,0.0,1.0,8.3,1023.8(20),2.0,1014.1,1013.5,20.6,32.6(03),26.8,8.0,0.0,5,02/16.9(08),3.0,24,60.0,0.0,7.0,17.5(12),365.0,193.0,0.0,0.0,1344.0,68.0,9.0,1.0,17.0,0.0,25.1,0.0,24.8,28.9,0.0,1003.2(17),6.0,68835.0
2006-9,76,38.9(12),5,68.0,0.0,2.0,6.9,1024.5(04),1.0,1014.9,1014.3,19.4,31.3(04),23.5,2.0,0.0,3,03/16.4(12),2.0,22,55.0,0.0,5.0,15.4(16),319.0,201.0,1.0,0.0,1013.0,72.1,6.0,1.0,15.0,0.0,23.5,0.0,23.3,27.1,0.0,1002.7(14),5.0,50355.0
2007-10,76,39.5(10),6,64.0,0.0,4.0,6.2,1025.6(27),,1018.5,1017.9,13.8,26.8(01),20.8,0.0,0.0,7,,4.0,18,56.0,,9.0,9.6(31),,138.0,3.0,0.0,928.0,149.9,10.0,5.0,15.0,0.0,17.5,0.0,18.0,22.2,0.0,1008.8(24),7.0,38420.0
2007-11,76,1.3(20),3,56.0,0.0,1.0,5.5,1027.9(07),,1018.0,1017.4,6.5,20.5(21),13.0,0.0,0.0,15,,0.0,12,55.0,,1.0,-1.2(18),,82.0,0.0,0.0,931.0,1.3,2.0,0.0,15.0,2.0,12.2,0.0,11.8,16.9,0.0,1004.1(22),1.0,24304.0
2007-12,76,12.2(17),4,58.0,0.0,0.0,,1033.2(19),3.0,1023.7,1023.1,4.7,21.5(09),10.6,0.0,0.0,13,31/23.6(09),1.0,14,,0.0,5.0,-1.1(14),442.0,71.0,0.0,0.0,794.0,21.5,5.0,0.0,18.0,3.0,9.1,0.0,9.8,14.7,0.0,1006.1(09),4.0,21653.0
2007-13,76,43.5(12/ago),51,61.0,0.0,12.0,,1036.4(03/ene),,1017.5,1016.9,12.6,31.8(15/jun),24.8,11.0,0.0,86,,15.0,228,,,75.0,-1.2(18/nov),,129.0,7.0,0.0,10871.0,534.6,83.0,11.0,17.0,7.0,8.9,0.0,16.9,21.1,0.0,996.3(19/mar),47.0,583760.0
2007-1,76,0.1(22),4,63.0,0.0,1.0,4.0,1036.4(03),2.0,1024.4,1023.8,5.6,21.3(19),11.1,0.0,0.0,10,29/20.0(23),0.0,17,41.0,0.0,2.0,-0.5(27),380.0,81.0,0.0,0.0,859.0,0.2,2.0,0.0,15.0,2.0,8.9,0.0,10.4,15.1,0.0,1000.8(22),0.0,21893.0
2007-2,76,20.5(17),6,63.0,0.0,0.0,5.1,1028.9(02),3.0,1015.5,1014.9,7.5,24.1(15),12.3,0.0,0.0,2,27/18.6(12),1.0,20,48.0,0.0,7.0,3.9(03),350.0,90.0,0.0,0.0,723.0,28.9,8.0,1.0,15.0,0.0,12.1,0.0,12.2,16.8,0.0,1002.7(09),2.0,28034.0
2007-3,76,8.9(07),5,54.0,0.0,1.0,,1028.2(10),9.0,1016.5,1015.9,7.9,23.6(03),13.8,0.0,0.0,6,99/20.6(19),0.0,20,,0.0,9.0,2.6(22),410.0,81.0,0.0,0.0,1047.0,19.0,10.0,0.0,19.0,0.0,13.7,0.0,12.8,17.6,0.0,996.3(19),4.0,49491.0
2007-4,76,32.6(02),13,68.0,0.0,2.0,5.0,1023.0(23),4.0,1016.4,1015.8,11.7,24.2(24),14.7,0.0,0.0,5,99/18.1(01),2.0,12,37.0,0.0,12.0,6.9(05),389.0,123.0,1.0,0.0,793.0,80.1,13.0,2.0,18.0,0.0,11.9,0.0,15.4,19.0,0.0,1003.1(04),11.0,47060.0
2007-5,76,12.1(03),3,58.0,0.0,0.0,8.0,1024.9(08),5.0,1013.5,1012.9,14.8,29.4(24),18.8,0.0,0.0,3,29/18.1(28),1.0,25,56.0,0.0,11.0,9.5(02),394.0,135.0,0.0,0.0,970.0,23.7,11.0,1.0,18.0,0.0,17.3,0.0,19.0,23.2,0.0,1002.2(27),5.0,74554.0
2007-6,76,1.9(01),0,62.0,0.0,1.0,8.1,1020.5(01),1.0,1014.2,1013.6,19.0,31.8(15),21.9,2.0,0.0,7,29/15.3(15),0.0,23,54.0,0.0,1.0,14.4(02),361.0,181.0,0.0,0.0,984.0,1.9,2.0,0.0,18.0,0.0,22.5,0.0,22.5,26.0,0.0,1005.7(14),1.0,79124.0
2007-7,76,7.6(04),2,62.0,0.0,0.0,8.6,1022.3(05),0.0,1016.3,1015.7,20.9,30.3(27),24.8,4.0,0.0,8,23/13.9(03),0.0,21,58.0,0.0,2.0,16.5(05),344.0,202.0,0.0,0.0,926.0,7.9,2.0,0.0,16.0,0.0,24.4,0.0,24.4,27.8,0.0,1004.1(23),1.0,81668.0
2007-8,76,43.5(12),3,61.0,0.0,2.0,7.7,1023.6(25),2.0,1014.7,1014.2,20.4,31.3(29),24.3,5.0,0.0,6,02/22.8(21),5.0,22,56.0,0.0,12.0,14.8(22),351.0,196.0,3.0,0.0,989.0,180.5,13.0,2.0,16.0,0.0,23.0,0.0,24.2,28.0,0.0,1002.9(21),9.0,65209.0
2007-9,76,12.1(29),2,60.0,0.0,0.0,7.2,1023.3(20),1.0,1017.9,1017.3,18.3,28.5(15),21.2,0.0,0.0,4,07/17.5(14),1.0,24,58.0,0.0,4.0,10.0(28),358.0,168.0,0.0,0.0,927.0,19.7,5.0,0.0,17.0,0.0,20.9,0.0,22.3,26.2,0.0,1006.9(27),2.0,52350.0
2008-10,76,37.3(28),9,67.0,0.0,0.0,,1029.5(10),4.0,1017.9,1017.3,13.7,25.2(15),20.5,0.0,0.0,6,08/25.3(22),2.0,16,,1.0,12.0,3.8(30),377.0,143.0,1.0,0.0,795.0,89.1,13.0,1.0,17.0,0.0,10.3,0.0,17.7,21.6,0.0,997.7(31),9.0,32474.0
2008-11,76,15.5(02),2,60.0,0.0,1.0,,1029.1(09),1.0,1015.1,1014.5,6.9,21.2(01),14.1,0.0,0.0,5,21/18.1(02),1.0,23,,0.0,7.0,0.2(27),378.0,84.0,0.0,0.0,709.0,37.1,7.0,0.0,15.0,0.0,10.4,0.0,11.6,16.3,0.0,991.0(29),7.0,23004.0
2008-12,76,12.2(09),10,64.0,0.0,0.0,,1031.0(21),3.0,1016.5,1015.8,4.7,18.5(05),9.6,0.0,0.0,3,07/21.7(26),4.0,18,,0.0,11.0,0.5(11),390.0,74.0,0.0,0.0,649.0,59.3,13.0,1.0,15.0,0.0,7.5,0.0,8.8,12.7,0.0,991.9(14),8.0,17515.0
2008-13,76,104.9(10/may),58,63.0,0.0,16.0,,1037.7(17/feb),,1016.4,1015.8,12.3,32.1(05/ago),24.4,18.0,0.0,60,,13.0,248,,,89.0,-0.1(02/ene),,130.0,3.0,0.0,,509.5,107.0,7.0,16.0,1.0,7.5,0.0,16.5,20.5,0.0,989.7(22/mar),59.0,568499.0
2008-1,76,9.4(03),2,67.0,0.0,1.0,4.7,1035.3(26),2.0,1022.0,1021.4,6.2,19.1(06),11.7,0.0,0.0,4,25/21.1(11),0.0,25,48.0,0.0,6.0,-0.1(02),353.0,88.0,0.0,0.0,775.0,16.7,8.0,0.0,14.0,1.0,9.9,0.0,10.8,15.4,0.0,994.6(03),3.0,24232.0
2008-2,76,11.4(02),6,70.0,0.0,2.0,,1037.7(17),1.0,1026.3,1025.7,6.8,19.4(22),11.3,0.0,0.0,5,20/17.5(04),1.0,18,,0.0,7.0,2.7(10),336.0,95.0,0.0,0.0,539.0,30.7,9.0,0.0,14.0,0.0,12.2,0.0,10.9,14.9,0.0,1008.6(04),6.0,27917.0
2008-3,76,6.4(30),6,59.0,0.0,3.0,,1024.3(01),6.0,1012.5,1011.9,7.6,21.2(11),10.7,0.0,0.0,2,34/19.7(04),0.0,23,,0.0,6.0,1.4(06),373.0,87.0,0.0,0.0,1077.0,13.5,7.0,0.0,17.0,0.0,12.3,0.0,12.1,16.6,0.0,989.7(22),3.0,47773.0
