fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,ts_20,ts_10,ts_50
2002-10,1505,46.4(13),,82.0,0.0,8.0,3.7,977.5(27),1015.2,963.3,8.4,24.6(06),14.6,0.0,0.0,,8.0,,33.0,20.0,-0.5(18),131.0,129.0,1.0,4.0,510.0,211.0,19.0,0.0,5.0,1.0,13.5,0.0,13.6,18.7,3.0,947.8(21),15.0,1.0,17/15.8(20),0.0,15.6,15.2,
2002-11,1505,33.1(21),20.0,87.0,0.0,3.0,1.5,981.4(07),1013.8,961.1,6.0,18.2(01),15.7,0.0,0.0,1.0,12.0,8.0,15.0,26.0,0.0(08),,106.0,1.0,3.0,276.0,271.6,26.0,1.0,7.0,2.0,8.0,0.0,9.4,12.7,0.0,932.2(13),23.0,,,,,,
2002-12,1505,30.3(25),19.0,85.0,0.0,5.0,1.6,975.4(01),1016.1,963.2,5.6,18.0(17),11.4,0.0,0.0,0.0,5.0,12.0,18.0,26.0,-3.3(08),175.0,100.0,1.0,0.0,382.0,163.2,28.0,2.0,7.0,3.0,5.5,0.0,9.0,12.3,1.0,940.3(27),17.0,3.0,21/17.8(14),0.0,9.8,9.5,
2002-13,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-1,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-3,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-4,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-5,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-6,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-7,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-8,1505,7.0(09),,75.0,0.0,11.0,,972.3(31),1018.1,966.7,10.7,33.1(14),14.7,1.0,,,0.0,,,7.0,3.5(01),,151.0,0.0,,418.0,14.8,9.0,0.0,5.0,0.0,16.5,0.0,17.2,23.5,,959.7(10),4.0,,,,,,
2002-9,1505,16.6(07),,77.0,0.0,11.0,,972.3(01),1015.4,964.0,9.5,28.6(14),14.0,0.0,,,2.0,,,15.0,1.6(27),66.0,145.0,0.0,,496.0,59.2,14.0,0.0,4.0,0.0,15.8,0.0,16.2,22.9,,953.3(18),11.0,0.0,12/10.8(30),0.0,,,
2003-10,1505,33.1(30),,86.0,1.0,7.0,3.2,975.7(07),1013.7,961.4,6.6,23.0(10),10.8,0.0,0.0,,5.0,,28.0,22.0,0.0(22),,118.0,1.0,4.0,270.0,177.7,20.0,1.0,3.0,1.0,9.3,0.0,11.1,15.6,1.0,928.9(31),17.0,,,,,,
2003-11,1505,43.5(14),8.0,86.0,0.0,5.0,2.9,976.6(17),1016.2,963.4,4.7,22.3(06),12.1,0.0,0.0,6.0,8.0,13.0,29.0,22.0,-1.3(19),111.0,105.0,1.0,3.0,300.0,198.5,22.0,1.0,4.0,2.0,9.4,0.0,9.4,13.9,0.0,943.0(01),16.0,0.0,01/13.6(16),0.0,,,
2003-12,1505,42.1(02),,86.0,0.0,4.0,2.1,983.9(22),1021.0,967.5,2.9,16.4(13),10.0,0.0,0.0,,4.0,,23.0,20.0,-3.0(23),107.0,91.0,1.0,3.0,261.0,133.4,20.0,0.0,4.0,7.0,6.1,0.0,6.9,10.8,0.0,950.6(27),15.0,1.0,22/16.7(27),0.0,7.9,7.4,
2003-13,1505,43.5(14/nov),,78.0,1.0,79.0,,987.7(26/ene),1018.0,965.7,6.6,39.1(12/ago),17.5,26.0,0.0,,37.0,,,180.0,-7.3(14/ene),,119.0,5.0,52.0,6109.0,1111.0,182.0,10.0,5.0,43.0,4.4,6.0,12.4,18.1,6.0,928.9(31/oct),126.0,,,,,,
2003-1,1505,32.3(05),17.0,88.0,0.0,4.0,2.5,987.7(26),1023.3,969.3,1.3,19.2(27),11.2,0.0,0.0,3.0,7.0,11.0,27.0,22.0,-7.3(14),142.0,82.0,2.0,3.0,237.0,210.8,16.0,0.0,6.0,13.0,4.4,6.0,5.4,9.5,0.0,943.4(21),19.0,4.0,21/16.9(01),0.0,7.4,7.0,
2003-2,1505,14.7(28),17.0,83.0,0.0,9.0,2.7,978.6(01),1019.4,965.8,1.6,14.5(23),9.1,0.0,0.0,1.0,3.0,10.0,25.0,20.0,-5.8(17),116.0,83.0,0.0,5.0,252.0,75.5,19.0,0.0,5.0,10.0,6.4,0.0,6.2,10.9,1.0,948.6(19),13.0,0.0,22/13.6(28),0.0,7.7,7.4,
2003-3,1505,12.6(29),19.0,74.0,0.0,9.0,4.5,975.7(20),1019.5,966.7,3.9,22.0(16),9.4,0.0,0.0,4.0,4.0,8.0,38.0,10.0,-2.8(19),96.0,96.0,0.0,6.0,545.0,57.2,12.0,2.0,5.0,7.0,11.4,0.0,10.5,17.1,1.0,952.9(27),7.0,0.0,18/12.8(02),0.0,,,
2003-4,1505,20.8(18),16.0,73.0,0.0,4.0,5.2,974.7(02),1013.4,961.0,5.3,21.8(16),12.0,0.0,0.0,3.0,2.0,11.0,39.0,20.0,-1.5(05),161.0,99.0,0.0,3.0,632.0,86.9,20.0,4.0,7.0,3.0,10.9,0.0,11.2,17.0,0.0,945.4(13),14.0,2.0,18/17.5(13),0.0,12.9,12.5,12.4
2003-5,1505,8.9(01),6.0,70.0,0.0,4.0,8.0,978.5(20),1020.4,968.3,5.8,30.9(29),14.0,2.0,0.0,3.0,0.0,22.0,54.0,12.0,0.7(26),114.0,115.0,0.0,4.0,679.0,30.5,13.0,0.0,6.0,0.0,11.8,0.0,13.3,20.6,0.0,959.9(29),6.0,0.0,22/13.3(04),0.0,16.2,15.6,15.0
2003-6,1505,19.2(29),13.0,74.0,0.0,7.0,6.4,972.7(18),1015.7,964.6,11.2,36.1(21),15.4,3.0,0.0,2.0,1.0,15.0,42.0,7.0,5.2(05),107.0,155.0,0.0,3.0,668.0,40.7,11.0,0.0,5.0,0.0,14.1,0.0,17.8,24.3,1.0,953.4(29),6.0,0.0,18/12.5(30),0.0,20.9,20.3,19.3
2003-7,1505,28.7(15),13.0,75.0,0.0,10.0,6.8,975.4(28),1018.5,967.2,11.9,30.2(29),17.5,1.0,0.0,2.0,2.0,15.0,45.0,7.0,4.9(04),101.0,160.0,0.0,7.0,646.0,58.2,10.0,1.0,5.0,0.0,18.5,0.0,17.8,23.6,1.0,957.1(15),2.0,0.0,09/12.8(11),0.0,21.1,21.0,
2003-8,1505,6.0(28),5.0,68.0,0.0,9.0,7.7,971.5(12),1016.1,965.7,13.7,39.1(12),17.5,14.0,0.0,3.0,0.0,22.0,55.0,10.0,8.0(31),79.0,177.0,0.0,6.0,934.0,20.4,11.0,1.0,3.0,0.0,19.6,0.0,21.5,29.1,1.0,950.6(28),6.0,0.0,14/12.5(28),0.0,,,
2003-9,1505,11.0(08),1.0,71.0,0.0,7.0,,975.5(11),1019.2,967.8,9.8,32.5(13),14.9,6.0,0.0,16.0,1.0,13.0,,8.0,5.8(10),78.0,142.0,0.0,5.0,685.0,21.2,8.0,0.0,4.0,0.0,18.2,0.0,17.2,24.5,0.0,946.6(30),5.0,0.0,22/11.9(20),0.0,,,
2004-10,1505,37.6(30),,82.0,0.0,0.0,,973.0(02),1011.9,959.9,8.5,26.0(03),12.6,0.0,0.0,,6.0,,,24.0,2.9(26),254.0,120.0,1.0,0.0,550.0,212.9,25.0,1.0,11.0,0.0,12.4,0.0,12.6,16.7,0.0,939.9(27),22.0,10.0,19/25.3(09),1.0,,,
2004-11,1505,17.9(30),,87.0,0.0,9.0,3.7,979.0(16),1024.5,970.8,2.7,16.4(01),9.8,0.0,0.0,,2.0,,38.0,12.0,-4.1(25),175.0,91.0,0.0,6.0,244.0,44.6,11.0,0.0,8.0,7.0,5.3,0.0,7.4,12.0,1.0,946.3(30),6.0,0.0,36/15.0(11),0.0,,,
2004-12,1505,19.3(26),,89.0,0.0,10.0,2.9,984.2(30),1024.6,970.5,0.9,16.0(14),9.2,0.0,0.0,,3.0,,32.0,14.0,-5.0(08),130.0,82.0,0.0,5.0,,83.5,14.0,0.0,6.0,12.0,4.0,1.0,5.3,9.8,0.0,942.3(01),12.0,1.0,06/17.5(05),0.0,,,
2004-13,1505,37.6(30/oct),,78.0,4.0,82.0,,984.2(30/dic),1019.5,967.0,6.1,35.8(31/jul),16.6,7.0,,,26.0,,,167.0,-7.8(02/mar),,114.0,1.0,,,822.9,167.0,9.0,8.0,68.0,4.0,4.0,11.7,17.2,,939.9(27/oct),116.0,,,,,,
2004-1,1505,24.1(13),,88.0,0.0,5.0,2.0,977.4(19),1021.2,967.8,3.9,14.9(31),11.7,0.0,0.0,,3.0,,21.0,22.0,-5.8(20),,97.0,0.0,4.0,248.0,97.8,23.0,0.0,6.0,9.0,7.5,0.0,7.6,11.4,0.0,954.1(26),17.0,,,,8.5,8.0,
2004-2,1505,7.7(27),,74.0,0.0,6.0,,979.5(04),1021.7,968.0,-0.1,20.8(05),8.1,0.0,,,0.0,,,8.0,-7.4(21),,74.0,0.0,,,21.2,6.0,0.0,5.0,21.0,4.1,3.0,6.3,12.6,,946.2(21),4.0,0.0,18/12.5(02),0.0,,,
2004-3,1505,10.7(11),,70.0,0.0,4.0,4.2,980.1(19),1022.6,969.2,2.1,23.2(16),8.5,0.0,0.0,,1.0,,35.0,21.0,-7.8(02),153.0,77.0,0.0,3.0,495.0,48.5,21.0,0.0,7.0,9.0,8.0,0.0,7.6,13.1,0.0,947.4(31),10.0,0.0,23/14.4(11),0.0,8.9,8.5,
2004-4,1505,10.2(18),,72.0,1.0,8.0,6.6,976.3(04),1016.7,963.9,2.8,25.0(25),10.8,0.0,0.0,,1.0,,49.0,15.0,-3.4(11),197.0,88.0,0.0,6.0,657.0,49.6,14.0,0.0,9.0,9.0,8.5,0.0,8.9,15.0,0.0,947.0(01),11.0,1.0,25/16.4(01),0.0,11.7,11.2,
2004-5,1505,12.3(25),,76.0,0.0,10.0,6.6,973.7(30),1017.0,964.9,6.4,29.9(18),11.6,0.0,0.0,,3.0,,45.0,15.0,-0.3(01),144.0,117.0,0.0,8.0,627.0,61.6,15.0,2.0,7.0,1.0,9.7,0.0,12.6,18.9,0.0,950.1(05),10.0,0.0,13/13.3(20),0.0,15.0,14.7,
2004-6,1505,16.9(20),,71.0,0.0,8.0,8.6,974.3(01),1019.3,968.1,11.7,31.4(05),15.1,3.0,0.0,,1.0,,56.0,6.0,7.3(15),151.0,160.0,0.0,7.0,847.0,36.5,8.0,0.0,7.0,0.0,18.8,0.0,18.7,25.6,0.0,959.9(22),4.0,1.0,25/17.2(22),0.0,21.5,21.1,
2004-7,1505,8.9(07),,72.0,1.0,7.0,,973.3(08),1018.8,967.6,11.3,35.8(31),16.0,3.0,,,0.0,,,8.0,5.2(12),175.0,157.0,0.0,,,15.9,9.0,1.0,8.0,0.0,15.0,0.0,18.1,24.9,,961.8(16),4.0,1.0,07/15.3(12),0.0,,,
2004-8,1505,19.6(08),,74.0,1.0,5.0,,974.1(26),1015.6,964.5,12.0,33.2(01),16.4,1.0,,,3.0,,,11.0,6.6(27),200.0,156.0,0.0,,791.0,85.0,12.0,2.0,10.0,0.0,19.2,0.0,18.0,24.0,,951.9(18),10.0,4.0,21/18.1(11),0.0,,,
2004-9,1505,23.5(05),,78.0,1.0,10.0,,975.5(21),1020.6,969.0,10.4,28.4(28),16.6,0.0,,,3.0,,,11.0,5.0(16),171.0,153.0,0.0,,564.0,65.8,9.0,3.0,8.0,0.0,17.8,0.0,16.7,22.9,,961.1(01),6.0,1.0,17/18.1(05),0.0,,,
2005-10,1505,18.8(11),,78.0,0.0,5.0,3.9,975.9(01),1015.5,963.5,8.2,28.2(07),16.2,0.0,,,6.0,,35.0,20.0,0.5(07),186.0,122.0,0.0,,627.0,146.8,20.0,0.0,8.0,0.0,12.9,0.0,14.0,19.7,,951.1(27),16.0,1.0,16/20.0(27),0.0,,,
2005-11,1505,26.5(08),,85.0,0.0,7.0,2.4,985.0(10),1019.4,966.2,4.3,17.8(02),13.8,0.0,,,4.0,,25.0,19.0,-0.5(30),149.0,95.0,0.0,,304.0,102.9,19.0,2.0,7.0,2.0,4.8,2.0,8.5,12.6,,950.7(26),14.0,2.0,14/16.1(08),0.0,,,
2005-12,1505,35.2(01),,88.0,0.0,8.0,3.6,979.9(09),1022.4,968.3,0.3,13.2(09),9.3,0.0,,,3.0,,40.0,16.0,-10.0(23),124.0,78.0,1.0,,164.0,121.9,18.0,0.0,5.0,15.0,0.5,0.0,4.8,9.3,,941.5(01),12.0,0.0,18/13.3(31),0.0,,,
2005-13,1505,35.2(01/dic),,76.0,1.0,80.0,5.6,986.9(06/ene),1019.8,967.3,5.9,35.3(30/ago),16.8,14.0,,,30.0,,45.0,148.0,-10.0(23/dic),191.0,112.0,1.0,,6055.0,824.3,167.0,15.0,9.0,62.0,0.5,12.0,11.9,17.7,,941.5(01/dic),108.0,21.0,16/20.0(27/oct),0.0,,,
2005-1,1505,14.4(12),,79.0,0.0,5.0,3.9,986.9(06),1030.0,975.9,1.4,15.7(14),9.3,0.0,0.0,,1.0,,42.0,13.0,-4.3(04),220.0,79.0,0.0,5.0,443.0,50.0,13.0,0.0,10.0,12.0,4.8,1.0,6.1,10.8,0.0,966.3(15),8.0,3.0,04/19.2(26),0.0,,,
2005-2,1505,8.5(21),,79.0,0.0,4.0,4.2,986.6(11),1024.0,969.8,-1.2,14.6(10),4.9,0.0,0.0,,0.0,,40.0,10.0,-6.0(25),207.0,67.0,0.0,2.0,219.0,30.4,7.0,0.0,9.0,18.0,3.7,6.0,4.1,9.3,0.0,949.3(22),7.0,3.0,06/18.3(28),0.0,,,
2005-3,1505,11.6(03),,72.0,0.0,6.0,5.6,976.9(17),1017.4,964.5,2.2,25.0(17),11.3,0.0,0.0,,4.0,,48.0,13.0,-8.2(02),225.0,87.0,0.0,4.0,706.0,72.0,11.0,1.0,11.0,12.0,4.5,3.0,8.9,15.5,0.0,949.5(21),12.0,6.0,22/18.9(21),0.0,,,
2005-4,1505,18.4(15),,75.0,1.0,1.0,4.8,979.7(10),1017.4,964.8,5.0,27.5(29),9.7,0.0,,,2.0,,36.0,18.0,-3.0(10),246.0,100.0,0.0,,533.0,91.5,20.0,2.0,11.0,3.0,7.9,0.0,10.7,16.2,,954.5(17),15.0,1.0,20/17.2(17),0.0,,,
2005-5,1505,27.3(15),,72.0,0.0,10.0,6.9,973.9(30),1017.7,965.7,7.0,31.2(26),11.8,1.0,,,4.0,,47.0,14.0,1.5(05),222.0,116.0,0.0,,513.0,100.7,17.0,3.0,10.0,0.0,11.0,0.0,13.3,19.4,,956.9(12),11.0,2.0,21/16.7(02),0.0,,,
2005-6,1505,12.5(13),,72.0,0.0,7.0,8.1,974.6(16),1017.2,966.1,11.8,34.1(22),16.0,4.0,,,2.0,,53.0,4.0,5.9(01),189.0,160.0,0.0,,627.0,24.0,8.0,3.0,9.0,0.0,17.8,0.0,18.4,24.9,,956.7(11),3.0,1.0,01/15.6(06),0.0,,,
2005-7,1505,12.8(27),,68.0,0.0,3.0,8.1,973.8(19),1017.9,966.9,12.2,34.0(13),16.8,5.0,,,1.0,,54.0,4.0,7.1(31),207.0,154.0,0.0,,790.0,19.2,11.0,1.0,10.0,0.0,19.8,0.0,18.9,25.6,,955.0(27),2.0,2.0,22/16.4(27),0.0,,,
2005-8,1505,19.2(09),,72.0,0.0,9.0,8.7,976.5(19),1018.8,967.6,11.7,35.3(30),16.8,1.0,,,1.0,,62.0,6.0,6.0(24),192.0,158.0,0.0,,656.0,30.0,10.0,3.0,10.0,0.0,19.9,0.0,18.5,25.3,,957.5(09),4.0,0.0,05/13.6(13),0.0,,,
2005-9,1505,15.5(09),,72.0,0.0,15.0,6.8,976.2(29),1019.8,968.1,8.4,32.2(02),12.9,3.0,,,2.0,,55.0,11.0,2.6(19),120.0,133.0,0.0,,473.0,34.9,13.0,0.0,7.0,0.0,15.8,0.0,16.0,23.6,,959.0(06),4.0,0.0,04/12.2(17),0.0,,,
2006-10,1505,41.6(06),,82.0,0.0,5.0,3.9,975.7(05),1012.2,960.6,9.9,25.6(29),14.0,0.0,,,7.0,,36.0,18.0,2.0(13),165.0,140.0,4.0,,482.0,250.9,20.0,3.0,7.0,0.0,15.0,0.0,15.0,20.0,,940.2(18),15.0,3.0,20/23.6(23),0.0,,,
2006-11,1505,54.3(18),,85.0,0.0,6.0,3.1,979.4(11),1018.3,965.7,7.2,21.4(06),11.9,0.0,,,7.0,,31.0,15.0,-1.3(30),,115.0,1.0,,293.0,193.4,16.0,0.0,7.0,2.0,7.6,0.0,11.3,15.4,,934.2(24),11.0,,,,,,
2006-12,1505,33.3(08),,84.0,0.0,4.0,2.7,981.9(10),1027.1,973.0,1.8,15.0(07),12.3,0.0,,,5.0,,30.0,16.0,-7.2(25),,84.0,1.0,,223.0,155.3,17.0,0.0,6.0,16.0,3.6,0.0,6.3,10.6,,946.5(07),13.0,,,,,,
2006-13,1505,54.3(18/nov),,76.0,0.0,74.0,5.4,981.9(10/dic),1017.8,965.6,7.0,37.7(05/sep),17.8,23.0,,,35.0,,43.0,155.0,-7.8(29/ene),,119.0,6.0,,,1157.5,159.0,14.0,8.0,60.0,2.0,8.0,12.8,18.7,,934.2(24/nov),111.0,,,,,,
2006-1,1505,9.5(28),,85.0,0.0,9.0,3.4,979.4(03),1022.8,968.7,0.0,12.8(25),7.0,0.0,,,0.0,,36.0,13.0,-7.8(29),,75.0,0.0,,121.0,36.8,11.0,0.0,3.0,16.0,2.0,2.0,4.8,9.6,,954.5(06),9.0,,,,,,
2006-2,1505,29.4(17),,80.0,0.0,8.0,5.2,974.5(06),1017.6,963.7,-1.1,17.4(13),5.7,0.0,,,5.0,,50.0,13.0,-6.1(23),192.0,69.0,0.0,,171.0,155.9,8.0,0.0,8.0,20.0,4.6,5.0,4.8,10.7,,942.2(19),10.0,3.0,20/18.9(18),0.0,,,
2006-3,1505,28.1(04),,78.0,0.0,5.0,2.8,976.6(07),1014.2,961.6,5.5,23.5(14),12.4,0.0,,,5.0,,24.0,25.0,-4.4(01),295.0,99.0,0.0,,,152.6,24.0,1.0,13.0,4.0,8.5,1.0,10.3,14.9,,942.5(04),19.0,9.0,22/25.3(26),1.0,,,
2006-4,1505,23.1(14),,74.0,0.0,4.0,6.8,971.3(02),1016.1,963.7,5.2,24.6(14),10.0,0.0,,,1.0,,50.0,10.0,-3.4(11),230.0,102.0,0.0,,581.0,59.0,10.0,0.0,11.0,2.0,11.5,0.0,11.3,17.4,,952.4(05),8.0,0.0,04/14.7(28),0.0,,,
2006-5,1505,5.9(22),,68.0,0.0,6.0,7.3,977.0(25),1018.0,966.1,7.5,27.5(16),12.5,0.0,,,0.0,,50.0,7.0,2.2(23),203.0,119.0,0.0,,842.0,17.0,9.0,1.0,10.0,0.0,14.5,0.0,14.4,21.3,,953.7(21),4.0,3.0,18/18.9(30),0.0,,,
2006-6,1505,5.4(12),,69.0,0.0,4.0,7.5,973.0(02),1017.3,966.1,10.4,33.4(07),15.2,5.0,,,0.0,,49.0,5.0,2.0(01),177.0,148.0,0.0,,727.0,7.8,7.0,5.0,9.0,0.0,17.0,0.0,17.8,25.1,,960.1(09),2.0,0.0,01/14.2(01),0.0,,,
2006-7,1505,3.0(17),,69.0,0.0,5.0,6.8,973.8(11),1018.4,967.6,13.4,37.4(17),17.8,10.0,,,0.0,,45.0,11.0,7.5(06),163.0,172.0,0.0,,914.0,12.3,11.0,3.0,8.0,0.0,21.4,0.0,20.7,28.0,,961.6(29),5.0,0.0,01/12.8(11),0.0,,,
2006-8,1505,16.7(18),,69.0,0.0,7.0,9.2,975.2(20),1017.3,966.3,11.8,35.1(31),15.4,2.0,,,2.0,,66.0,8.0,7.1(15),198.0,154.0,0.0,,926.0,38.7,10.0,1.0,10.0,0.0,16.8,0.0,18.7,25.6,,950.6(17),5.0,0.0,04/13.9(12),0.0,,,
2006-9,1505,24.9(23),,72.0,0.0,11.0,5.9,973.5(04),1014.7,963.7,12.1,37.7(05),17.0,6.0,,,3.0,,47.0,14.0,4.0(16),120.0,153.0,0.0,,682.0,77.8,16.0,0.0,5.0,0.0,16.3,0.0,18.7,25.3,,943.2(21),10.0,2.0,21/20.6(21),0.0,,,
2007-10,1505,13.8(23),,79.0,0.0,8.0,5.4,976.7(09),1021.4,969.0,6.4,24.7(14),12.5,0.0,,,1.0,,49.0,9.0,0.8(27),140.0,121.0,0.0,,444.0,19.4,10.0,0.0,7.0,0.0,13.8,0.0,13.3,20.1,,961.5(24),4.0,0.0,03/10.8(31),0.0,,,
2007-11,1505,25.7(18),,83.0,0.0,13.0,5.4,978.8(06),1022.5,968.9,1.4,18.9(02),7.1,0.0,0.0,,4.0,,55.0,9.0,-7.3(17),159.0,87.0,0.0,10.0,289.0,72.8,10.0,0.0,7.0,10.0,8.0,0.0,7.5,13.6,0.0,946.4(20),7.0,0.0,18/12.2(21),0.0,11.0,10.3,
2007-12,1505,11.4(25),,84.0,0.0,15.0,3.6,980.0(06),1026.5,972.3,0.3,16.1(04),9.5,0.0,0.0,,1.0,,40.0,10.0,-8.4(17),162.0,78.0,0.0,10.0,270.0,29.1,12.0,0.0,7.0,14.0,2.6,0.0,5.4,10.4,0.0,961.7(18),7.0,1.0,19/15.6(05),0.0,8.2,7.7,
2007-13,1505,25.7(18/nov),,77.0,8.0,75.0,5.5,988.5(02/ene),1020.3,967.7,5.9,35.6(04/ago),17.2,7.0,,,25.0,,44.0,158.0,-8.4(17/dic),175.0,112.0,0.0,,6948.0,734.4,164.0,22.0,8.0,45.0,2.6,5.0,11.8,17.7,,945.5(16/feb),115.0,21.0,27/20.8(10/feb),0.0,,,
2007-1,1505,16.9(22),,84.0,0.0,5.0,2.2,988.5(02),1027.9,974.0,3.5,15.6(05),11.2,0.0,,,2.0,,24.0,17.0,-3.1(28),131.0,88.0,0.0,,399.0,82.7,16.0,1.0,5.0,10.0,4.1,4.0,7.0,10.5,,959.6(25),15.0,0.0,20/14.2(17),0.0,,,
2007-2,1505,21.0(23),,78.0,2.0,1.0,2.8,977.5(26),1017.1,964.0,4.1,18.0(16),12.0,0.0,,,5.0,,27.0,20.0,-2.5(01),221.0,89.0,0.0,,461.0,143.7,21.0,1.0,8.0,5.0,7.8,0.0,8.4,12.5,,945.5(16),17.0,5.0,27/20.8(10),0.0,,,
2007-3,1505,15.1(04),,78.0,2.0,2.0,4.4,984.3(09),1022.5,969.2,3.2,21.8(11),12.2,0.0,,,2.0,,37.0,19.0,-1.2(10),164.0,87.0,0.0,,512.0,88.1,17.0,0.0,8.0,3.0,7.8,1.0,8.5,13.7,,957.6(04),15.0,7.0,18/20.3(04),0.0,,,
2007-4,1505,13.0(29),,75.0,2.0,7.0,6.1,971.2(16),1017.5,965.0,5.3,27.5(23),10.8,0.0,,,2.0,,46.0,12.0,-0.5(01),107.0,104.0,0.0,,577.0,56.7,12.0,6.0,6.0,3.0,10.8,0.0,12.1,18.7,,957.4(01),10.0,0.0,05/12.8(01),0.0,,,
2007-5,1505,17.6(13),,73.0,1.0,2.0,5.5,977.9(07),1017.4,965.3,7.5,28.7(09),12.4,0.0,,,1.0,,38.0,15.0,1.8(15),220.0,117.0,0.0,,683.0,53.8,16.0,5.0,10.0,0.0,9.4,0.0,13.2,18.9,,951.6(02),11.0,1.0,24/17.8(13),0.0,,,
2007-6,1505,17.8(09),,72.0,1.0,3.0,6.4,974.4(01),1015.3,963.8,9.5,30.1(07),13.7,1.0,,,4.0,,42.0,16.0,5.4(27),221.0,134.0,0.0,,812.0,98.1,16.0,3.0,11.0,0.0,17.5,0.0,15.9,22.1,,951.6(14),13.0,6.0,20/20.0(14),0.0,,,
2007-7,1505,20.7(15),,71.0,0.0,9.0,7.8,975.0(09),1018.4,967.1,10.8,32.0(31),17.2,2.0,,,2.0,,52.0,11.0,5.6(09),191.0,148.0,0.0,,954.0,48.7,12.0,0.0,9.0,0.0,17.6,0.0,17.5,24.1,,953.4(23),7.0,0.0,18/13.1(22),0.0,,,
2007-8,1505,9.1(26),,73.0,0.0,6.0,7.4,972.5(16),1017.7,966.4,10.2,35.6(04),15.8,4.0,,,0.0,,53.0,16.0,4.0(17),196.0,150.0,0.0,,817.0,24.9,18.0,4.0,10.0,0.0,18.4,0.0,17.1,23.9,,958.2(15),7.0,1.0,23/15.8(15),0.0,,,
2007-9,1505,10.0(30),,74.0,0.0,4.0,8.5,973.8(24),1019.4,967.7,8.4,29.0(20),15.1,0.0,,,1.0,,68.0,4.0,1.0(28),190.0,136.0,0.0,,730.0,16.4,4.0,2.0,9.0,0.0,16.8,0.0,15.9,23.3,,956.7(28),2.0,0.0,04/12.8(18),0.0,,,
2008-10,1505,20.2(31),,77.0,0.0,4.0,5.4,977.5(25),1020.2,967.7,5.8,26.0(10),14.1,0.0,,,5.0,,48.0,11.0,-1.4(04),,113.0,0.0,,456.0,98.7,13.0,0.0,7.0,3.0,9.9,0.0,12.3,18.8,,944.4(31),8.0,,,,,,
2008-11,1505,30.0(01),,88.0,0.0,7.0,2.4,979.5(17),1020.7,967.3,4.0,16.3(10),11.0,0.0,,,6.0,,24.0,19.0,-4.2(27),179.0,95.0,1.0,,198.0,189.4,23.0,0.0,7.0,4.0,3.4,2.0,7.7,11.4,,939.5(29),17.0,0.0,02/14.2(25),0.0,,,
2008-12,1505,26.9(13),,87.0,2.0,6.0,3.0,982.1(20),1020.4,966.6,1.9,15.5(30),10.5,0.0,,,6.0,,33.0,19.0,-6.6(25),175.0,82.0,0.0,,,150.8,17.0,1.0,8.0,12.0,4.1,2.0,5.8,9.8,,948.2(14),16.0,0.0,21/15.0(12),0.0,,,
2008-13,1505,45.8(08/abr),,77.0,5.0,67.0,,983.3(27/ene),1018.5,966.0,6.3,31.8(03/ago),16.9,5.0,,,46.0,,,174.0,-6.6(25/dic),,112.0,3.0,,,1222.3,196.0,6.0,,50.0,3.4,4.0,12.0,17.7,,929.7(18/abr),143.0,,,,,,
2008-1,1505,25.7(13),,84.0,0.0,13.0,3.4,983.3(27),1023.2,969.6,2.6,17.7(20),11.9,0.0,0.0,,5.0,,35.0,17.0,-3.0(31),253.0,88.0,0.0,10.0,375.0,134.7,19.0,1.0,11.0,10.0,8.0,0.0,7.6,12.5,0.0,938.3(03),13.0,6.0,27/23.3(15),0.0,8.3,7.8,
2008-2,1505,17.4(03),,74.0,0.0,10.0,5.4,980.0(06),1023.0,969.8,2.3,20.0(07),9.3,0.0,0.0,,2.0,,51.0,8.0,-5.0(14),171.0,88.0,0.0,7.0,442.0,45.5,11.0,0.0,7.0,12.0,9.7,0.0,9.3,16.3,0.0,946.2(03),6.0,1.0,23/16.7(03),0.0,8.8,8.4,
2008-3,1505,16.7(22),,75.0,2.0,5.0,4.4,981.5(05),1019.6,966.3,3.2,21.8(14),8.1,0.0,0.0,,3.0,,37.0,20.0,-5.0(07),257.0,84.0,0.0,4.0,590.0,86.6,20.0,0.0,12.0,7.0,8.0,0.0,8.4,13.6,0.0,950.3(10),18.0,5.0,26/18.1(15),0.0,10.5,10.0,
