fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,ts_10,ts_50
1999-4,3260B,13.4(27),4,53,2,0,9.7,966.7(06),6,1016.6,956.9,7.8,30.2(06),12.4,1,0,6,24/17.5(16),2,20,73,0,10,1.5(16),314,91,0,0,1260,39.4,8,3,13,0,12.8,0,14.6,21.4,0,942.2(14),7,,18.0,19.5,17.0
1999-5,3260B,8.2(03),7,62,0,0,9.4,964.3(22),4,1014.0,955.4,12.4,33.8(25),18.5,8,0,4,24/18.3(18),0,20,65,0,7,7.5(20),285,141,0,0,1378,40.9,8,2,12,0,14.5,0,19.0,25.6,0,944.6(17),7,72649,21.4,23.2,19.9
1999-6,3260B,1.2(01),0,40,0,0,12.5,962.3(09),4,1014.8,957.1,16.0,37.8(30),20.6,20,0,16,24/21.9(01),0,14,83,0,4,12.0(06),302,122,0,0,2089,1.7,5,4,13,0,23.2,0,23.9,31.8,0,950.5(22),1,84758,28.7,31.4,26.4
1999-7,3260B,0.2(12),0,34,0,0,12.7,962.9(07),0,1010.9,954.3,20.4,41.2(01),24.4,29,0,21,18/14.2(10),0,10,86,0,1,17.0(27),274,135,0,0,2378,0.2,2,1,11,0,29.2,0,28.2,36.0,0,946.7(11),0,85129,33.9,36.3,31.3
1999-8,3260B,1.3(07),1,39,0,0,11.5,959.8(11),2,1010.3,953.5,19.0,41.1(24),23.5,29,0,16,29/18.1(07),0,14,84,0,1,14.6(08),262,140,0,0,2385,1.3,1,0,11,0,27.4,0,26.8,34.6,0,945.8(07),1,74362,31.9,33.7,30.4
1999-9,3260B,14.3(01),2,57,0,1,8.2,963.4(10),3,1012.4,954.4,15.7,34.0(12),19.5,12,0,10,11/21.7(01),2,18,66,0,6,10.8(20),281,151,0,0,1340,37.5,10,2,12,0,19.5,0,21.9,28.0,0,936.6(19),3,53524,25.5,26.3,25.6
2000-10,3260B,17.0(30),4,54,0,1,7.9,967.8(18),1,1016.8,957.3,9.2,30.2(04),13.0,1,0,5,27/20.8(11),2,22,71,0,4,5.0(15),230,98,0,0,949,38.1,4,0,7,0,15.8,0,16.0,22.7,0,940.9(11),3,,18.1,18.8,18.8
2000-11,3260B,14.9(22),8,71,0,7,5.4,965.3(27),3,1016.4,955.6,5.1,21.5(28),11.9,0,0,3,27/21.4(06),1,19,54,0,11,-0.6(10),288,90,0,1,483,49.7,12,0,11,1,8.7,0,9.8,14.5,0,941.0(06),9,,10.9,10.9,11.7
2000-12,3260B,14.7(01),13,76,0,2,3.3,972.6(11),6,1016.1,954.9,4.5,19.8(07),11.2,0,0,1,22/28.9(07),2,17,35,1,14,-2.6(17),268,86,0,2,367,66.6,15,0,10,3,7.6,0,8.5,12.6,0,935.0(26),12,,8.7,8.7,9.1
2000-13,3260B,17.6(15/abr),53,55,2,37,8.3,974.2(30/ene),34,1016.9,957.4,9.2,40.3(31/jul),23.4,96,2,118,22/28.9(07/dic),10,195,67,1,79,-5.8(25/ene),262,99,0,13,13666,331.1,87,11,10,34,1.4,0,15.8,22.4,2,927.4(02/abr),57,,18.4,19.7,17.7
2000-1,3260B,2.9(26),5,73,0,11,5.6,974.2(30),0,1026.2,963.5,-1.8,16.5(31),3.4,0,1,14,09/11.4(26),0,12,57,0,3,-5.8(25),174,62,0,9,316,5.3,4,0,7,25,1.4,0,4.2,10.1,0,945.9(14),3,26199,4.5,4.8,5.0
2000-2,3260B,1.5(01),1,61,0,8,8.2,973.5(04),1,1028.4,967.1,2.8,21.6(19),7.8,0,0,8,36/17.2(16),0,20,76,0,1,-1.7(06),194,79,0,0,595,1.5,2,0,7,3,14.0,0,10.5,18.2,2,959.9(19),1,38061,9.9,11.3,9.0
2000-3,3260B,5.6(30),4,52,0,2,8.1,971.3(09),1,1020.0,959.6,5.0,25.5(11),9.6,0,0,9,11/16.1(21),0,18,68,0,8,-1.7(03),231,76,0,0,954,13.5,9,0,9,2,12.6,0,12.2,19.4,0,949.0(28),3,52041,14.3,15.8,13.2
2000-4,3260B,17.6(15),10,67,0,1,6.2,962.9(23),12,1010.0,950.0,6.7,23.8(25),12.0,0,0,0,27/22.2(16),2,20,46,0,17,1.6(05),396,95,0,0,741,66.3,20,0,16,0,12.3,0,11.8,16.8,0,927.4(02),11,,14.1,14.8,13.5
2000-5,3260B,16.7(03),7,64,1,5,8.1,962.2(30),1,1014.0,955.3,12.4,34.2(31),17.6,5,1,3,13/17.2(03),2,21,56,0,15,6.0(02),236,142,0,1,909,61.4,14,9,9,0,15.6,0,18.6,24.8,0,947.1(03),10,,20.3,22.2,18.6
2000-6,3260B,5.5(04),1,38,0,0,12.7,964.9(14),4,1015.7,958.1,16.4,38.6(26),22.4,23,0,19,27/17.5(09),0,10,85,0,2,9.4(10),316,122,0,0,2103,7.3,2,1,13,0,22.2,0,24.3,32.2,0,949.0(08),2,,29.2,32.1,26.5
2000-7,3260B,0.4(10),0,35,0,0,12.7,961.8(14),1,1012.2,955.0,17.8,40.3(31),21.4,23,0,21,11/16.4(17),0,10,87,0,1,11.5(12),307,118,0,0,2245,0.4,2,0,12,0,27.6,0,25.7,33.5,0,947.9(10),0,87260,32.0,34.4,29.7
2000-8,3260B,0.0(--),0,32,0,0,12.1,963.9(05),2,1014.0,956.8,18.1,40.3(15),23.4,27,0,18,04/16.4(05),0,13,88,0,0,13.4(05),265,110,0,0,2359,0.0,0,0,11,0,28.1,0,26.0,33.9,0,949.9(30),0,77800,32.0,33.9,30.2
2000-9,3260B,17.0(26),0,41,1,0,9.8,962.3(05),2,1013.5,955.5,14.4,35.9(07),19.4,17,0,17,27/18.3(19),1,13,78,0,3,6.7(21),244,110,0,0,1645,21.0,3,1,9,0,20.0,0,22.4,30.4,0,945.3(19),3,59334,27.2,28.2,26.6
2001-10,3260B,14.6(18),7,69,0,3,6.0,969.5(24),5,1018.3,958.9,12.1,29.0(02),16.9,0,1,1,27/22.8(12),2,23,54,0,12,7.0(24),248,136,0,1,667,65.0,14,1,11,0,18.4,0,17.4,22.7,0,944.2(20),10,35535,18.5,19.0,19.1
2001-11,3260B,5.0(15),4,65,0,5,6.3,968.6(29),4,1022.4,960.8,2.4,21.2(01),10.6,0,0,11,01/25.8(14),0,15,63,1,7,-4.4(11),245,73,0,1,539,16.6,8,0,12,11,7.6,0,8.2,14.1,1,951.5(09),5,27596,10.4,10.3,11.8
2001-12,3260B,12.1(23),10,76,0,9,4.5,971.4(05),2,1023.9,961.2,-1.9,15.1(07),4.5,0,2,7,09/15.8(17),1,14,47,0,4,-8.0(16),223,62,0,5,202,21.2,5,0,10,23,-0.4,1,3.6,9.1,2,948.1(23),3,20656,5.0,5.0,6.3
2001-13,3260B,23.8(09/may),63,55,3,31,8.1,976.3(11/feb),37,1016.8,957.3,9.8,40.4(24/ago),25.4,100,3,114,01/25.8(14/nov),10,188,65,1,90,-8.0(16/dic),272,101,0,9,14073,340.1,104,10,12,40,-0.4,1,16.0,22.2,3,931.3(02/mar),58,618928,18.5,19.6,18.1
2001-1,3260B,10.8(01),13,74,0,4,4.2,967.5(20),7,1017.4,956.2,4.9,17.3(05),10.4,0,0,4,27/25.0(28),1,14,43,0,19,-0.6(21),326,86,0,0,450,46.2,20,0,13,2,7.4,0,8.8,12.6,0,941.7(28),8,20789,8.5,8.8,8.4
2001-2,3260B,10.9(06),4,65,1,4,6.8,976.3(11),4,1021.8,960.5,3.1,19.8(22),10.5,0,0,9,20/20.8(07),1,15,63,0,12,-2.5(26),271,76,0,1,529,25.5,12,0,10,4,9.5,0,8.9,14.6,0,942.9(27),5,32906,9.4,9.9,9.2
2001-3,3260B,10.9(02),11,67,1,2,6.0,964.7(13),10,1012.6,952.8,8.4,26.0(23),13.4,0,0,2,24/20.0(02),1,18,50,0,11,3.1(14),316,104,0,0,738,45.1,15,1,14,0,10.0,0,13.3,18.3,0,931.3(02),8,45329,13.6,14.7,12.5
2001-4,3260B,11.8(30),1,47,0,1,10.4,967.3(09),1,1017.0,957.2,7.4,24.6(10),12.2,0,0,9,29/16.7(23),1,20,78,0,4,2.0(21),310,80,0,0,1208,14.5,6,0,13,0,15.6,0,14.3,21.2,0,944.7(29),3,68803,18.2,19.3,17.2
2001-5,3260B,23.8(09),7,53,1,2,9.0,965.9(28),1,1014.3,955.4,11.2,36.2(31),18.6,7,0,8,24/16.4(12),1,16,62,0,9,1.5(02),228,108,0,1,1198,42.8,10,4,9,0,11.5,0,17.6,24.1,0,947.8(03),9,69723,20.0,21.7,18.9
2001-6,3260B,8.1(10),0,32,0,0,12.9,964.1(18),1,1014.4,957.0,17.1,39.6(24),24.4,21,0,21,27/15.3(15),0,9,86,0,2,10.0(11),276,106,0,0,2375,15.3,2,1,12,0,23.6,0,25.0,32.8,0,950.1(08),2,86996,28.9,31.6,27.0
2001-7,3260B,0.4(08),1,34,0,0,11.5,963.0(01),1,1012.6,955.5,18.5,38.9(31),23.6,25,0,14,29/16.1(04),0,16,79,0,1,12.6(05),322,118,0,0,2501,0.4,2,0,15,0,26.4,0,25.8,33.2,0,946.3(04),0,82370,31.4,33.7,29.9
2001-8,3260B,2.7(12),1,37,0,0,11.4,963.3(06),1,1013.4,956.4,19.6,40.4(24),25.4,31,0,14,22/19.2(26),0,16,83,0,5,16.2(17),259,137,0,0,2213,5.6,6,3,14,0,30.0,0,27.1,34.6,0,951.0(13),2,73455,31.6,33.4,30.4
2001-9,3260B,22.9(21),4,46,0,1,8.7,962.1(25),0,1013.3,955.2,14.9,35.0(04),19.6,16,0,14,29/15.0(23),2,12,70,0,4,8.8(26),240,121,0,0,1453,41.9,4,0,10,0,21.0,0,22.0,29.1,0,944.6(22),3,54770,26.8,27.8,26.9
2002-10,3260B,16.7(08),4,68,0,2,6.4,968.5(27),3,1016.8,957.2,10.6,26.6(06),14.4,0,0,4,24/17.5(21),2,23,57,0,10,5.6(19),260,124,0,2,607,35.8,10,2,11,0,16.3,0,16.1,21.6,0,941.4(09),5,,17.5,17.5,18.4
2002-11,3260B,12.2(19),11,73,0,3,4.3,970.5(30),5,1015.5,955.0,7.2,22.5(06),13.6,0,0,1,27/23.9(21),2,18,43,0,14,3.2(08),264,99,0,1,451,56.7,17,0,12,0,10.4,0,11.5,15.8,0,927.1(14),8,24057,13.0,13.0,13.8
2002-12,3260B,9.6(18),10,77,0,6,3.9,968.2(01),2,1019.2,958.1,4.9,18.7(17),12.7,0,0,2,25/17.2(27),0,19,41,0,13,-1.0(09),255,92,0,0,321,39.2,15,0,11,2,8.6,0,9.1,13.3,0,942.1(27),11,19893,9.5,9.5,10.0
2002-13,3260B,22.1(10/abr),75,57,1,35,7.9,973.1(11/ene),36,1016.7,957.2,9.9,40.1(28/jul),23.0,92,3,96,27/25.6(21/ene),11,194,62,1,94,-3.2(16/ene),276,103,0,10,13101,362.9,104,12,13,17,6.2,0,16.1,22.2,4,927.1(14/nov),61,,18.4,19.3,18.1
2002-1,3260B,11.8(02),9,80,0,13,3.2,973.1(11),4,1028.1,965.9,2.5,16.0(29),8.7,0,2,1,27/25.6(21),1,21,32,1,9,-3.2(16),247,82,0,4,230,36.0,9,0,11,9,6.2,0,6.9,11.3,2,951.3(23),7,19924,6.9,7.2,6.9
2002-2,3260B,1.4(28),4,62,0,8,7.6,972.6(20),1,1024.3,962.9,2.6,20.3(23),9.4,0,1,11,27/22.8(05),0,13,71,0,3,-1.4(15),239,74,0,2,532,1.8,4,0,11,6,11.0,0,9.2,15.8,1,949.4(28),1,36092,9.4,10.5,9.2
2002-3,3260B,12.0(15),13,61,0,3,6.2,969.3(21),5,1016.5,956.2,5.8,26.8(24),11.4,0,0,8,22/17.2(13),1,10,52,0,9,0.5(03),292,85,0,1,747,31.9,11,0,13,0,10.2,0,11.8,17.8,1,944.1(13),6,46505,12.8,13.8,12.2
2002-4,3260B,22.1(10),8,53,0,0,9.1,968.5(22),1,1012.7,953.1,7.3,30.2(25),14.0,1,0,9,27/18.3(03),3,13,68,0,7,1.4(04),247,86,0,0,958,58.6,7,0,11,0,12.0,0,14.1,20.8,0,929.7(11),6,63455,16.2,17.3,15.4
2002-5,3260B,9.9(07),9,52,1,0,9.4,964.2(14),5,1014.4,955.2,9.9,32.4(16),16.1,6,0,8,27/17.5(22),0,14,65,0,8,2.7(04),320,100,0,0,1256,42.4,8,2,16,0,11.8,0,16.5,23.0,0,945.0(08),7,71958,19.7,21.2,18.9
2002-6,3260B,2.4(04),1,35,0,0,11.4,961.8(21),5,1013.3,955.9,17.0,39.6(17),23.0,24,0,13,29/21.4(06),0,16,76,0,8,7.6(07),358,115,0,0,2221,5.4,8,3,16,0,21.2,0,24.9,32.7,0,946.3(05),2,77111,28.5,30.9,26.5
2002-7,3260B,1.5(07),0,34,0,0,13.0,963.4(24),1,1012.8,955.8,18.4,40.1(28),23.0,27,0,21,03/15.3(14),0,10,89,0,1,13.4(15),309,123,0,0,2392,1.5,1,1,15,0,27.6,0,26.3,34.1,0,948.7(31),1,84391,32.0,34.3,30.3
2002-8,3260B,19.4(26),2,38,0,0,11.6,960.6(31),2,1012.3,955.0,17.6,38.3(13),21.5,26,0,14,08/15.3(24),1,15,84,0,4,13.4(27),256,121,0,0,2149,22.5,4,4,13,0,25.2,0,25.3,32.9,0,949.3(01),2,,30.7,31.8,30.1
2002-9,3260B,12.6(17),4,52,0,0,8.5,961.9(29),2,1014.0,955.7,14.6,32.7(01),19.0,8,0,4,29/17.8(07),1,22,68,0,8,8.4(25),262,130,0,0,1237,31.1,10,0,12,0,21.7,0,21.2,27.7,0,950.2(13),5,,24.3,24.6,24.9
2003-10,3260B,19.1(18),8,66,0,3,5.6,964.5(08),6,1012.8,953.3,10.4,27.4(10),15.0,0,0,4,29/25.0(31),2,19,50,0,16,2.7(24),293,115,0,1,705,81.2,17,1,12,0,12.8,0,15.5,20.5,0,930.2(31),14,35842,17.6,17.2,19.3
2003-11,3260B,13.7(15),13,77,0,12,3.8,967.3(13),3,1017.1,956.5,6.6,19.6(07),10.4,0,0,4,23/20.6(27),2,13,37,0,8,1.7(26),230,102,0,3,343,45.2,8,0,10,0,10.2,0,11.0,15.4,0,934.3(01),6,21902,12.1,12.1,13.1
2003-12,3260B,16.0(09),10,79,0,14,4.1,971.4(23),3,1021.1,959.3,2.2,16.8(15),8.8,0,0,4,10/16.4(09),1,17,44,0,12,-1.8(23),235,80,0,6,302,35.4,12,0,10,9,6.1,0,6.9,11.5,2,942.5(09),8,20279,7.7,7.6,8.6
2003-13,3260B,19.1(18/oct),71,54,0,34,7.9,973.9(25/ene),39,1016.4,957.0,10.2,42.0(01/ago),24.8,112,0,103,29/25.0(31/oct),7,191,63,0,83,-5.5(15/ene),292,99,0,11,14804,300.3,99,7,13,29,3.4,1,16.6,22.8,3,930.2(31/oct),51,621060,19.0,19.7,18.7
2003-1,3260B,9.5(20),7,66,0,0,5.7,973.9(25),9,1022.4,960.5,1.5,22.0(27),8.5,0,0,10,36/20.3(29),0,14,58,0,9,-5.5(15),311,68,0,0,492,36.4,11,0,14,11,5.0,0,6.6,11.6,0,941.3(05),6,26554,6.7,6.6,7.2
2003-2,3260B,8.6(18),9,65,0,3,5.1,969.0(28),2,1019.4,957.8,2.1,16.1(06),8.0,0,0,6,27/21.1(04),0,13,49,0,8,-5.0(17),285,68,0,1,432,32.0,9,0,12,9,3.4,1,7.2,12.4,0,943.0(19),6,28238,7.6,7.8,7.7
2003-3,3260B,5.6(27),9,56,0,2,6.6,967.7(01),3,1019.8,959.3,5.8,26.2(13),10.5,0,0,9,11/19.7(17),0,13,56,0,7,0.4(20),323,83,0,0,838,13.7,9,0,14,0,13.5,0,12.4,18.9,1,944.3(30),3,47449,12.9,14.1,12.1
2003-4,3260B,13.3(18),6,53,0,0,7.7,963.5(01),6,1013.3,953.7,8.0,26.8(28),13.5,0,0,6,33/17.8(03),1,18,59,0,8,0.4(04),313,89,0,0,954,24.7,11,0,15,0,14.8,0,14.3,20.6,0,943.8(13),3,60140,16.2,17.1,15.4
2003-5,3260B,8.4(06),4,43,0,0,10.8,969.7(22),1,1015.8,957.3,11.7,33.6(23),17.2,10,0,13,29/16.7(05),0,14,75,0,5,5.5(07),296,102,0,0,1520,10.3,7,3,14,0,14.0,0,19.5,27.3,0,949.1(24),1,78306,23.0,25.1,21.3
2003-6,3260B,1.0(29),3,35,0,0,11.0,963.0(14),2,1012.1,955.2,19.0,38.7(13),23.0,26,0,6,11/15.6(15),0,21,74,0,3,14.2(30),322,126,0,0,2313,1.3,6,1,15,0,25.7,0,26.7,34.3,0,947.5(22),1,78473,30.6,32.9,28.5
2003-7,3260B,0.0(--),0,31,0,0,13.3,963.3(29),1,1013.2,956.3,19.1,40.8(11),24.4,27,0,23,30/16.9(15),0,8,91,0,0,12.4(16),288,116,0,0,2604,0.0,1,0,15,0,26.6,0,27.2,35.2,0,947.8(14),0,89326,32.4,34.5,31.1
2003-8,3260B,3.8(22),0,34,0,0,11.5,963.4(13),1,1013.5,956.6,20.6,42.0(01),24.8,29,0,12,32/17.2(02),0,19,84,0,3,15.8(29),313,129,0,0,2602,4.5,4,2,14,0,25.7,0,28.3,36.0,0,949.3(28),1,74637,33.0,33.9,32.0
2003-9,3260B,13.1(30),2,41,0,0,9.4,965.4(12),2,1016.4,958.3,15.7,33.3(11),20.4,20,0,6,14/17.2(14),1,22,75,0,4,9.6(10),292,114,0,0,1699,15.6,4,0,13,0,23.7,0,23.1,30.4,0,944.2(30),2,59914,27.7,28.0,27.8
2004-10,3260B,16.9(25),6,60,0,0,6.8,963.0(01),4,1013.5,954.3,10.5,33.2(02),16.5,6,0,5,29/19.2(29),3,20,61,0,12,4.4(13),260,110,0,0,962,64.4,13,1,12,0,14.2,0,16.8,23.0,0,938.6(27),10,38796,20.2,19.8,21.3
2004-11,3260B,3.2(04),5,69,0,11,6.6,969.0(17),1,1021.5,960.2,3.2,19.3(06),10.7,0,1,10,33/15.8(10),0,15,66,0,6,-1.6(19),196,82,0,4,453,8.9,6,0,9,7,9.6,0,9.3,15.4,1,943.5(30),3,29148,10.9,10.8,12.3
2004-12,3260B,6.9(01),7,72,0,9,4.7,970.3(30),3,1021.6,959.7,1.9,17.8(18),7.2,0,0,5,35/16.9(25),0,19,50,0,4,-3.1(23),241,74,0,2,409,10.5,5,0,11,9,6.4,0,7.0,12.0,3,934.3(01),2,21346,7.7,7.5,8.7
2004-13,3260B,39.1(28/mar),63,56,0,47,8.1,975.3(04/feb),31,1016.9,957.3,9.1,40.8(24/jul),24.5,105,1,100,27/21.7(05/may),13,203,65,0,81,-5.4(02/mar),264,99,1,14,13323,399.7,83,14,12,38,6.4,1,15.6,22.1,4,932.7(21/feb),54,620058,17.9,18.6,17.7
2004-1,3260B,5.4(31),9,73,0,9,5.4,968.1(10),5,1021.1,959.5,2.4,19.4(24),10.5,0,0,5,28/18.3(27),0,17,55,0,7,-4.0(29),260,81,0,2,413,8.4,7,0,12,11,9.0,0,7.7,13.1,0,949.3(28),2,25463,8.0,8.3,8.2
2004-2,3260B,16.9(24),7,69,0,8,5.7,975.3(04),3,1020.2,958.7,2.0,20.4(05),8.3,0,0,8,32/17.8(27),2,14,53,0,7,-2.6(17),247,77,0,4,430,48.5,7,0,11,8,7.6,1,8.1,14.1,0,932.7(21),6,30016,9.1,9.3,9.2
2004-3,3260B,39.1(28),11,66,0,4,5.8,971.5(03),0,1020.7,959.6,4.6,23.5(21),9.3,0,0,2,29/14.4(12),4,18,48,0,12,-5.4(02),292,83,1,1,636,99.3,12,0,12,3,6.4,0,9.8,15.0,0,941.4(29),9,42433,11.1,11.8,10.7
2004-4,3260B,16.5(01),4,55,0,3,8.9,967.7(03),1,1013.6,953.7,6.0,28.0(26),11.6,0,0,8,26/19.4(18),1,18,67,0,8,0.5(10),309,86,0,0,873,28.8,8,2,14,0,12.2,0,12.7,19.3,0,941.3(28),3,63121,14.6,15.5,13.5
2004-5,3260B,29.4(11),11,61,0,3,8.1,965.0(19),3,1014.0,954.7,10.1,30.6(31),15.6,1,0,4,27/21.7(05),3,16,56,0,12,5.2(07),295,112,0,1,917,93.7,12,3,13,0,13.0,0,15.8,21.4,0,937.7(03),12,66679,18.0,18.9,17.1
2004-6,3260B,9.7(06),0,38,0,0,12.6,963.5(14),4,1015.0,957.7,17.1,40.0(28),22.3,24,0,13,28/18.9(18),0,17,84,0,3,11.5(15),283,129,0,0,2022,10.4,3,3,14,0,27.0,0,25.0,32.9,0,948.9(18),1,84884,27.2,29.9,24.9
2004-7,3260B,3.1(06),0,32,0,0,12.5,963.1(24),2,1013.1,956.1,18.6,40.8(24),24.5,28,0,20,28/15.6(07),0,11,85,0,3,11.0(09),281,117,0,0,2512,4.8,3,3,13,0,25.6,0,26.8,35.0,0,949.0(06),2,86006,31.2,33.6,29.7
2004-8,3260B,8.3(17),2,41,0,0,11.0,962.3(21),4,1012.8,955.5,18.0,37.9(01),24.2,24,0,11,29/16.7(17),0,18,81,0,6,12.9(21),277,130,0,0,1995,21.0,6,2,13,0,24.6,0,25.4,32.7,0,947.8(08),3,73642,29.6,30.5,29.1
2004-9,3260B,1.0(03),1,39,0,0,9.4,964.2(22),1,1016.1,958.2,15.0,34.6(22),21.2,22,0,9,13/15.3(08),0,20,76,0,1,9.1(26),226,112,0,0,1701,1.0,1,0,10,0,23.2,0,23.1,31.2,0,950.5(01),1,58524,27.2,27.6,27.1
2005-10,3260B,15.7(22),6,62,2,4,6.4,965.3(03),2,1017.0,957.5,10.6,31.6(01),14.7,1,0,7,29/17.8(28),2,18,57,0,14,5.8(05),242,115,0,2,846,58.9,11,3,11,0,16.8,0,16.7,22.7,0,951.5(30),10,38990,19.1,19.0,20.1
2005-11,3260B,12.0(12),8,72,0,5,5.2,970.5(09),4,1018.4,957.3,4.2,20.6(02),10.1,0,,5,34/16.4(09),1,17,52,0,9,-1.8(27),254,85,0,,473,21.4,9,0,11,4,8.2,0,9.2,14.2,,941.7(25),4,,11.3,11.1,13.0
2005-12,3260B,7.6(01),7,70,0,3,5.5,969.5(22),2,1021.5,959.5,0.8,16.4(09),8.9,0,0,10,26/22.2(02),0,14,59,0,4,-4.4(11),255,69,0,1,421,15.2,5,0,11,14,7.0,0,6.2,11.6,0,941.3(02),3,,6.5,6.2,7.6
2005-13,3260B,15.7(22/oct),40,50,3,28,8.6,978.3(11/feb),35,1017.4,957.8,9.0,41.2(07/ago),26.0,111,,123,36/24.4(13/feb),4,202,69,0,56,-9.6(27/ene),281,90,0,,16851,159.6,56,8,13,73,5.2,4,15.9,22.8,,941.3(02/dic),32,,18.7,19.4,18.5
2005-1,3260B,0.2(26),0,62,0,7,7.8,977.7(06),4,1028.6,965.9,-2.9,17.8(20),4.7,0,0,13,34/17.8(19),0,18,80,0,1,-9.6(27),206,55,0,1,449,0.2,0,0,9,29,5.2,1,4.8,12.4,1,951.9(27),0,31085,5.5,5.7,6.4
2005-2,3260B,10.4(23),4,59,0,6,7.3,978.3(11),6,1019.9,957.9,-0.7,18.6(13),4.0,0,0,12,36/24.4(13),1,12,68,0,6,-4.6(18),292,54,0,1,537,29.0,5,0,13,17,5.6,1,5.5,11.7,0,942.5(28),6,34925,6.8,7.1,7.2
2005-3,3260B,5.3(23),5,53,0,1,6.6,969.8(17),2,1017.6,957.0,4.7,24.2(17),13.3,0,0,3,28/16.4(26),0,23,55,0,5,-4.6(08),295,76,0,0,903,13.5,5,0,13,8,7.6,2,11.3,17.8,0,945.8(01),4,50280,11.9,12.9,11.1
2005-4,3260B,3.4(02),2,48,0,1,9.6,968.1(10),3,1015.3,955.7,7.3,31.6(29),14.0,3,0,8,36/18.1(14),0,20,72,0,5,-1.3(10),339,83,0,0,1269,6.9,5,0,16,1,14.3,0,14.6,21.8,0,946.2(14),2,67065,18.1,19.1,17.0
2005-5,3260B,6.0(12),4,40,1,0,9.3,963.3(19),4,1014.7,956.3,12.6,36.7(26),17.4,9,0,3,32/17.8(07),0,24,65,0,5,6.6(18),316,96,0,0,1884,8.9,7,1,15,0,17.2,0,20.0,27.3,0,947.9(09),2,74495,24.0,25.3,22.7
2005-6,3260B,0.7(10),1,32,0,0,11.8,963.9(16),4,1013.4,956.2,18.7,38.6(19),23.0,28,0,10,17/16.7(10),0,19,79,0,3,14.7(14),328,113,0,0,2704,1.1,4,3,15,0,25.2,0,26.4,34.0,0,946.9(12),0,81269,30.4,32.5,28.6
2005-7,3260B,0.0(--),0,31,0,0,12.8,964.1(20),0,1012.5,955.7,20.0,40.4(03),24.7,30,0,20,26/14.2(17),0,11,87,0,0,14.9(31),302,118,0,0,2799,0.0,0,0,15,0,29.4,0,27.9,35.7,0,948.9(23),0,,33.0,35.2,31.6
2005-8,3260B,3.8(10),3,34,0,0,11.3,963.5(21),0,1013.4,956.4,18.7,41.2(07),26.0,29,0,18,03/13.9(19),0,10,82,0,1,10.8(22),272,120,0,0,2648,3.8,2,1,12,0,24.2,0,26.8,34.7,0,947.3(09),1,,30.9,32.2,30.2
2005-9,3260B,0.4(06),0,39,0,1,9.5,966.1(14),4,1016.3,958.0,13.5,36.4(03),20.6,11,0,14,28/18.9(06),0,16,76,0,3,6.3(19),276,101,0,0,1918,0.7,3,0,12,0,22.9,0,21.3,29.1,0,948.7(07),0,,26.8,26.9,27.0
2006-10,3260B,30.0(16),8,62,0,2,6.0,967.5(28),2,1014.5,955.5,12.8,30.6(02),15.9,2,0,5,28/20.0(25),4,18,54,0,11,7.6(13),279,129,1,0,1022,108.7,11,0,13,0,17.5,0,18.3,23.7,0,943.4(25),8,36464,20.6,20.7,21.1
2006-11,3260B,20.9(02),10,79,0,7,4.3,969.9(30),3,1020.7,960.2,8.4,22.4(01),13.6,0,0,5,22/20.8(24),3,15,43,0,12,3.7(14),284,118,0,4,425,81.2,13,0,12,0,12.8,0,12.8,17.1,0,943.8(24),8,22128,14.0,13.8,14.8
2006-12,3260B,9.9(05),8,72,0,3,5.5,979.9(31),2,1028.1,965.8,1.3,16.5(04),11.2,0,0,13,28/18.9(08),0,10,58,0,6,-3.0(22),204,74,0,1,351,15.1,6,0,9,13,7.4,1,6.5,11.7,1,946.9(08),3,23643,,,
2006-13,3260B,30.0(16/oct),63,55,1,36,8.0,979.9(31/dic),35,1016.5,957.1,10.4,40.4(10/jul),24.9,103,0,100,18/22.8(15/jun),11,202,64,0,87,-5.6(28/ene),279,103,1,9,16404,373.6,92,16,13,35,1.4,3,16.8,23.1,2,936.3(26/feb),53,,,,
2006-1,3260B,7.5(15),11,76,0,13,4.6,970.3(11),0,1021.4,959.3,1.0,14.8(19),4.6,0,0,6,12/13.6(25),0,14,47,0,9,-5.6(28),209,70,0,3,322,18.4,7,0,10,10,1.4,2,5.6,10.2,1,947.0(06),5,19592,6.7,6.7,7.4
2006-2,3260B,7.5(25),5,64,0,6,6.2,965.3(07),5,1016.5,955.0,0.9,18.3(13),7.8,0,0,8,27/22.2(19),0,15,59,0,5,-4.0(06),270,65,0,1,514,15.6,8,0,12,10,5.6,0,7.1,13.2,0,936.3(26),2,,7.6,8.0,7.8
2006-3,3260B,10.7(04),6,63,0,3,6.8,968.7(06),3,1016.1,955.7,5.7,25.2(26),10.4,0,0,5,32/21.4(05),1,20,57,0,10,-2.7(01),307,90,0,0,837,25.7,11,0,14,2,9.2,0,11.8,18.0,0,940.3(18),7,,12.4,13.2,11.7
